tissue	chrom	start1_bin	mid1_bin	end1_bin	start2_bin	mid2_bin	end2_bin	bin_distance	cate	contact_num
33	4	32	33	34	98	104	110	71	A-A	6719
33	4	32	33	34	116	130	144	97	A-A	17889
33	4	32	33	34	148	151	154	118	A-A	2791
33	4	41	45	49	82	85	89	40	A-A	7599
33	4	41	45	49	98	104	110	59	A-A	19723
33	4	41	45	49	116	130	144	85	A-A	38819
33	4	41	45	49	148	151	154	106	A-A	9802
33	4	53	58	64	98	104	110	46	A-A	23575
33	4	53	58	64	116	130	144	72	A-A	46432
33	4	53	58	64	148	151	154	93	A-A	12111
33	4	82	85	89	116	130	144	45	A-A	30821
33	4	82	85	89	148	151	154	66	A-A	13542
33	4	98	104	110	116	130	144	26	A-A	3522
33	4	98	104	110	148	151	154	47	A-A	15402
33	4	0	5	11	49	51	53	46	B-B	13961
33	4	0	5	11	64	73	82	68	B-B	31624
33	4	0	5	11	89	93	98	88	B-B	19788
33	4	0	5	11	110	113	116	108	B-B	7290
33	4	0	5	11	144	146	148	141	B-B	7131
33	4	14	23	32	64	73	82	50	B-B	78272
33	4	14	23	32	89	93	98	70	B-B	42183
33	4	14	23	32	110	113	116	90	B-B	20966
33	4	14	23	32	144	146	148	123	B-B	20225
33	4	34	37	41	64	73	82	36	B-B	8931
33	4	34	37	41	89	93	98	56	B-B	13063
33	4	34	37	41	110	113	116	76	B-B	10291
33	4	34	37	41	144	146	148	109	B-B	6813
33	4	49	51	53	89	93	98	42	B-B	8754
33	4	49	51	53	110	113	116	62	B-B	4717
33	4	49	51	53	144	146	148	95	B-B	4116
33	4	64	73	82	110	113	116	40	B-B	9947
33	4	64	73	82	144	146	148	73	B-B	20706
33	4	89	93	98	144	146	148	53	B-B	16991
33	5	24	25	26	64	65	67	40	A-A	1107
33	5	24	25	26	73	75	77	50	A-A	1960
33	5	24	25	26	99	101	104	76	A-A	2611
33	5	24	25	26	106	107	108	82	A-A	1028
33	5	24	25	26	110	127	145	102	A-A	13597
33	5	24	25	26	146	147	149	122	A-A	2067
33	5	28	33	38	73	75	77	42	A-A	7296
33	5	28	33	38	99	101	104	68	A-A	11513
33	5	28	33	38	106	107	108	74	A-A	4592
33	5	28	33	38	110	127	145	94	A-A	56042
33	5	28	33	38	146	147	149	114	A-A	7850
33	5	64	65	67	99	101	104	36	A-A	66
33	5	64	65	67	106	107	108	42	A-A	1865
33	5	64	65	67	110	127	145	62	A-A	18264
33	5	64	65	67	146	147	149	82	A-A	2643
33	5	73	75	77	110	127	145	52	A-A	21599
33	5	73	75	77	146	147	149	72	A-A	3911
33	5	99	101	104	110	127	145	26	A-A	4579
33	5	99	101	104	146	147	149	46	A-A	5377
33	5	106	107	108	146	147	149	40	A-A	1680
33	5	0	12	24	38	51	64	39	B-B	64642
33	5	0	12	24	67	70	73	58	B-B	29396
33	5	0	12	24	77	88	99	76	B-B	78606
33	5	0	12	24	104	105	106	93	B-B	8633
33	5	0	12	24	108	109	110	97	B-B	11348
33	5	0	12	24	145	145	146	133	B-B	4800
33	5	26	27	28	67	70	73	43	B-B	3512
33	5	26	27	28	77	88	99	61	B-B	10735
33	5	26	27	28	104	105	106	78	B-B	1376
33	5	26	27	28	108	109	110	82	B-B	899
33	5	26	27	28	145	145	146	118	B-B	1054
33	5	38	51	64	77	88	99	37	B-B	40939
33	5	38	51	64	104	105	106	54	B-B	14057
33	5	38	51	64	108	109	110	58	B-B	10591
33	5	38	51	64	145	145	146	94	B-B	6528
33	5	67	70	73	108	109	110	39	B-B	1472
33	5	67	70	73	145	145	146	75	B-B	2757
33	5	77	88	99	145	145	146	57	B-B	7425
33	5	104	105	106	145	145	146	40	B-B	842
33	6	29	34	40	71	72	73	38	A-A	2027
33	6	29	34	40	83	92	102	58	A-A	52593
33	6	29	34	40	108	108	109	74	A-A	3874
33	6	29	34	40	112	116	121	82	A-A	25399
33	6	29	34	40	125	127	129	93	A-A	9614
33	6	29	34	40	134	136	138	102	A-A	8929
33	6	29	34	40	139	143	147	109	A-A	21172
33	6	48	51	55	83	92	102	41	A-A	18640
33	6	48	51	55	108	108	109	57	A-A	2613
33	6	48	51	55	112	116	121	65	A-A	15333
33	6	48	51	55	125	127	129	76	A-A	6522
33	6	48	51	55	134	136	138	85	A-A	5510
33	6	48	51	55	139	143	147	92	A-A	19030
33	6	71	72	73	112	116	121	44	A-A	2968
33	6	71	72	73	125	127	129	55	A-A	1517
33	6	71	72	73	134	136	138	64	A-A	1539
33	6	71	72	73	139	143	147	71	A-A	2823
33	6	83	92	102	125	127	129	35	A-A	4845
33	6	83	92	102	134	136	138	44	A-A	13846
33	6	83	92	102	139	143	147	51	A-A	46599
33	6	0	14	29	40	44	48	30	B-B	10054
33	6	0	14	29	55	63	71	49	B-B	85636
33	6	0	14	29	73	78	83	64	B-B	55789
33	6	0	14	29	102	105	108	91	B-B	30249
33	6	0	14	29	109	110	112	96	B-B	17210
33	6	0	14	29	121	123	125	109	B-B	19112
33	6	0	14	29	129	131	134	117	B-B	31582
33	6	0	14	29	138	138	139	124	B-B	12039
33	6	40	44	48	73	78	83	34	B-B	1293
33	6	40	44	48	102	105	108	61	B-B	8367
33	6	40	44	48	109	110	112	66	B-B	4186
33	6	40	44	48	121	123	125	79	B-B	6168
33	6	40	44	48	129	131	134	87	B-B	7678
33	6	40	44	48	138	138	139	94	B-B	3021
33	6	55	63	71	102	105	108	42	B-B	11094
33	6	55	63	71	109	110	112	47	B-B	7361
33	6	55	63	71	121	123	125	60	B-B	10463
33	6	55	63	71	129	131	134	68	B-B	17107
33	6	55	63	71	138	138	139	75	B-B	5986
33	6	73	78	83	121	123	125	45	B-B	6683
33	6	73	78	83	129	131	134	53	B-B	10746
33	6	73	78	83	138	138	139	60	B-B	3258
33	8	10	12	15	69	71	73	59	A-A	3273
33	8	10	12	15	78	79	81	67	A-A	3076
33	8	10	12	15	83	89	96	77	A-A	10920
33	8	10	12	15	104	115	127	103	A-A	20397
33	8	22	24	27	69	71	73	47	A-A	3684
33	8	22	24	27	78	79	81	55	A-A	4317
33	8	22	24	27	83	89	96	65	A-A	14303
33	8	22	24	27	104	115	127	91	A-A	27922
33	8	33	35	37	69	71	73	36	A-A	102
33	8	33	35	37	78	79	81	44	A-A	3552
33	8	33	35	37	83	89	96	54	A-A	9668
33	8	33	35	37	104	115	127	80	A-A	15666
33	8	45	46	48	83	89	96	43	A-A	7701
33	8	45	46	48	104	115	127	69	A-A	15743
33	8	69	71	73	104	115	127	44	A-A	7200
33	8	78	79	81	104	115	127	36	A-A	3418
33	8	83	89	96	104	115	127	26	A-A	2400
33	8	0	5	10	37	41	45	36	B-B	1485
33	8	0	5	10	48	58	69	53	B-B	40117
33	8	0	5	10	73	75	78	70	B-B	7998
33	8	0	5	10	81	82	83	77	B-B	4872
33	8	0	5	10	96	100	104	95	B-B	12580
33	8	15	18	22	48	58	69	40	B-B	18855
33	8	15	18	22	73	75	78	57	B-B	8251
33	8	15	18	22	81	82	83	64	B-B	3321
33	8	15	18	22	96	100	104	82	B-B	9110
33	8	27	30	33	48	58	69	28	B-B	797
33	8	27	30	33	73	75	78	45	B-B	6666
33	8	27	30	33	81	82	83	52	B-B	3543
33	8	27	30	33	96	100	104	70	B-B	8631
33	8	37	41	45	73	75	78	34	B-B	397
33	8	37	41	45	81	82	83	41	B-B	3493
33	8	37	41	45	96	100	104	59	B-B	11897
33	8	48	58	69	96	100	104	42	B-B	20697
33	9	21	21	22	42	58	74	37	A-A	4144
33	9	21	21	22	96	109	122	88	A-A	6427
33	9	42	58	74	96	109	122	51	A-A	150951
33	9	0	10	21	74	85	96	75	B-B	83612
33	9	22	32	42	74	85	96	53	B-B	92912
33	11	0	3	7	50	53	56	50	A-A	7603
33	11	0	3	7	57	64	72	61	A-A	13017
33	11	0	3	7	75	82	89	79	A-A	11452
33	11	0	3	7	94	107	120	104	A-A	20209
33	11	50	53	56	94	107	120	54	A-A	41973
33	11	57	64	72	94	107	120	43	A-A	47094
33	11	75	82	89	94	107	120	25	A-A	3319
33	11	7	28	50	56	56	57	28	B-B	5302
33	11	7	28	50	72	73	75	45	B-B	16171
33	11	7	28	50	89	91	94	63	B-B	51760
33	15	7	8	9	58	59	60	51	A-A	1028
33	15	7	8	9	62	63	64	55	A-A	1171
33	15	7	8	9	73	87	102	79	A-A	12947
33	15	11	12	13	58	59	60	47	A-A	1299
33	15	11	12	13	62	63	64	51	A-A	1198
33	15	11	12	13	73	87	102	75	A-A	15791
33	15	27	27	28	73	87	102	60	A-A	10651
33	15	31	32	33	73	87	102	55	A-A	14320
33	15	34	37	40	73	87	102	50	A-A	36896
33	15	58	59	60	73	87	102	28	A-A	1228
33	15	62	63	64	73	87	102	24	A-A	63
33	15	0	3	7	40	49	58	46	B-B	15057
33	15	0	3	7	60	61	62	58	B-B	2033
33	15	0	3	7	64	68	73	65	B-B	11972
33	15	9	10	11	40	49	58	39	B-B	5639
33	15	9	10	11	60	61	62	51	B-B	1080
33	15	9	10	11	64	68	73	58	B-B	3982
33	15	13	20	27	40	49	58	29	B-B	4220
33	15	13	20	27	60	61	62	41	B-B	4825
33	15	13	20	27	64	68	73	48	B-B	29410
33	15	28	29	31	64	68	73	39	B-B	4081
33	15	33	33	34	64	68	73	35	B-B	53
33	17	4	8	13	44	47	50	39	A-A	3811
33	17	4	8	13	66	67	68	59	A-A	3983
33	17	4	8	13	70	73	76	65	A-A	11080
33	17	4	8	13	78	83	88	75	A-A	17027
33	17	14	14	15	66	67	68	53	A-A	885
33	17	14	14	15	70	73	76	59	A-A	2083
33	17	14	14	15	78	83	88	69	A-A	2962
33	17	24	30	36	66	67	68	37	A-A	672
33	17	24	30	36	70	73	76	43	A-A	9649
33	17	24	30	36	78	83	88	53	A-A	23599
33	17	44	47	50	78	83	88	36	A-A	1026
33	17	0	2	4	36	40	44	38	B-B	645
33	17	0	2	4	50	58	66	56	B-B	8922
33	17	0	2	4	68	69	70	67	B-B	800
33	17	0	2	4	76	77	78	75	B-B	1065
33	17	0	2	4	88	90	92	88	B-B	1070
33	17	13	13	14	50	58	66	45	B-B	3704
33	17	13	13	14	68	69	70	56	B-B	583
33	17	13	13	14	76	77	78	64	B-B	718
33	17	13	13	14	88	90	92	77	B-B	970
33	17	15	19	24	50	58	66	39	B-B	14862
33	17	15	19	24	68	69	70	50	B-B	4504
33	17	15	19	24	76	77	78	58	B-B	5209
33	17	15	19	24	88	90	92	71	B-B	7259
33	17	36	40	44	76	77	78	37	B-B	543
33	17	36	40	44	88	90	92	50	B-B	7389
33	17	50	58	66	88	90	92	32	B-B	1041
33	19	0	3	7	41	45	49	42	A-A	2037
33	19	0	3	7	53	56	59	53	A-A	2759
33	19	10	10	11	53	56	59	46	A-A	1473
33	19	7	8	10	49	51	53	43	B-B	2089
33	19	11	17	24	49	51	53	34	B-B	880
3	2	25	30	36	70	75	80	45	A-A	96685
3	2	25	30	36	90	92	94	62	A-A	27119
3	2	25	30	36	102	104	106	74	A-A	29826
3	2	25	30	36	115	115	116	85	A-A	14417
3	2	25	30	36	117	133	149	103	A-A	232252
3	2	25	30	36	151	164	177	134	A-A	216471
3	2	25	30	36	178	179	180	149	A-A	15255
