tissue	chrom	start1_bin	mid1_bin	end1_bin	start2_bin	mid2_bin	end2_bin	bin_distance	cate	contact_num
17	2	106	110	115	149	150	151	40	B-B	5810
17	2	106	110	115	177	177	178	67	B-B	5349
17	2	116	116	117	149	150	151	34	B-B	919
17	2	116	116	117	177	177	178	61	B-B	977
17	2	149	150	151	177	177	178	27	B-B	2496
17	4	11	12	14	32	33	34	21	A-A	3303
17	4	11	12	14	41	45	49	33	A-A	7553
17	4	11	12	14	53	58	64	46	A-A	10714
17	4	11	12	14	82	85	89	73	A-A	9313
17	4	11	12	14	98	104	110	92	A-A	7623
17	4	11	12	14	116	130	144	118	A-A	11866
17	4	11	12	14	148	151	154	139	A-A	2382
17	4	32	33	34	41	45	49	12	A-A	5556
17	4	32	33	34	53	58	64	25	A-A	6308
17	4	32	33	34	82	85	89	52	A-A	4558
17	4	32	33	34	98	104	110	71	A-A	4480
17	4	32	33	34	116	130	144	97	A-A	8615
17	4	32	33	34	148	151	154	118	A-A	1826
17	4	41	45	49	53	58	64	13	A-A	22407
17	4	41	45	49	82	85	89	40	A-A	11745
17	4	41	45	49	98	104	110	59	A-A	15628
17	4	41	45	49	116	130	144	85	A-A	33709
17	4	41	45	49	148	151	154	106	A-A	6834
17	4	53	58	64	82	85	89	27	A-A	20901
17	4	53	58	64	98	104	110	46	A-A	26379
17	4	53	58	64	116	130	144	72	A-A	40964
17	4	53	58	64	148	151	154	93	A-A	11055
17	4	82	85	89	98	104	110	19	A-A	26751
17	4	82	85	89	116	130	144	45	A-A	27254
17	4	82	85	89	148	151	154	66	A-A	6487
17	4	98	104	110	116	130	144	26	A-A	69662
17	4	98	104	110	148	151	154	47	A-A	16189
17	4	116	130	144	148	151	154	21	A-A	40606
17	4	0	5	11	14	23	32	18	B-B	81488
17	4	0	5	11	34	37	41	32	B-B	20608
17	4	0	5	11	49	51	53	46	B-B	11847
17	4	0	5	11	64	73	82	68	B-B	35048
17	4	0	5	11	89	93	98	88	B-B	21690
17	4	0	5	11	110	113	116	108	B-B	6988
17	4	0	5	11	144	146	148	141	B-B	8871
17	4	14	23	32	34	37	41	14	B-B	53379
17	4	14	23	32	49	51	53	28	B-B	30663
17	4	14	23	32	64	73	82	50	B-B	87817
17	4	14	23	32	89	93	98	70	B-B	43997
17	4	14	23	32	110	113	116	90	B-B	13647
17	4	14	23	32	144	146	148	123	B-B	13044
17	4	34	37	41	49	51	53	14	B-B	16998
17	4	34	37	41	64	73	82	36	B-B	41155
17	4	34	37	41	89	93	98	56	B-B	12784
17	4	34	37	41	110	113	116	76	B-B	8276
17	4	34	37	41	144	146	148	109	B-B	6554
17	4	49	51	53	64	73	82	22	B-B	34963
17	4	49	51	53	89	93	98	42	B-B	14109
17	4	49	51	53	110	113	116	62	B-B	8478
17	4	49	51	53	144	146	148	95	B-B	4314
17	4	64	73	82	89	93	98	20	B-B	59077
17	4	64	73	82	110	113	116	40	B-B	24662
17	4	64	73	82	144	146	148	73	B-B	13099
17	4	89	93	98	110	113	116	20	B-B	11422
17	4	89	93	98	144	146	148	53	B-B	6604
17	4	110	113	116	144	146	148	33	B-B	7175
17	5	24	25	26	28	33	38	8	A-A	9218
17	5	24	25	26	64	65	67	40	A-A	2679
17	5	24	25	26	73	75	77	50	A-A	2223
17	5	24	25	26	99	101	104	76	A-A	1711
17	5	24	25	26	106	107	108	82	A-A	1215
17	5	24	25	26	110	127	145	102	A-A	9245
17	5	24	25	26	146	147	149	122	A-A	1319
17	5	28	33	38	64	65	67	32	A-A	7848
17	5	28	33	38	73	75	77	42	A-A	9160
17	5	28	33	38	99	101	104	68	A-A	8211
17	5	28	33	38	106	107	108	74	A-A	6266
17	5	28	33	38	110	127	145	94	A-A	50423
17	5	28	33	38	146	147	149	114	A-A	6370
17	5	64	65	67	73	75	77	10	A-A	7790
17	5	64	65	67	99	101	104	36	A-A	4115
17	5	64	65	67	106	107	108	42	A-A	2825
17	5	64	65	67	110	127	145	62	A-A	17424
17	5	64	65	67	146	147	149	82	A-A	2508
17	5	73	75	77	99	101	104	26	A-A	6660
17	5	73	75	77	106	107	108	32	A-A	4140
17	5	73	75	77	110	127	145	52	A-A	23585
17	5	73	75	77	146	147	149	72	A-A	3227
17	5	99	101	104	106	107	108	6	A-A	7625
17	5	99	101	104	110	127	145	26	A-A	30398
17	5	99	101	104	146	147	149	46	A-A	3831
17	5	106	107	108	110	127	145	20	A-A	17810
17	5	106	107	108	146	147	149	40	A-A	2416
17	5	110	127	145	146	147	149	20	A-A	29183
17	5	0	12	24	26	27	28	15	B-B	24281
17	5	0	12	24	38	51	64	39	B-B	165506
17	5	0	12	24	67	70	73	58	B-B	37322
17	5	0	12	24	77	88	99	76	B-B	108900
17	5	0	12	24	104	105	106	93	B-B	10352
17	5	0	12	24	108	109	110	97	B-B	10984
17	5	0	12	24	145	145	146	133	B-B	11132
17	5	26	27	28	38	51	64	24	B-B	16635
17	5	26	27	28	67	70	73	43	B-B	4189
17	5	26	27	28	77	88	99	61	B-B	9334
17	5	26	27	28	104	105	106	78	B-B	1343
17	5	26	27	28	108	109	110	82	B-B	1274
17	5	26	27	28	145	145	146	118	B-B	858
17	5	38	51	64	67	70	73	19	B-B	46235
17	5	38	51	64	77	88	99	37	B-B	132828
17	5	38	51	64	104	105	106	54	B-B	21855
17	5	38	51	64	108	109	110	58	B-B	13747
17	5	38	51	64	145	145	146	94	B-B	10156
17	5	67	70	73	77	88	99	18	B-B	38608
17	5	67	70	73	104	105	106	35	B-B	4961
17	5	67	70	73	108	109	110	39	B-B	3427
17	5	67	70	73	145	145	146	75	B-B	3177
17	5	77	88	99	104	105	106	17	B-B	16341
17	5	77	88	99	108	109	110	21	B-B	11315
17	5	77	88	99	145	145	146	57	B-B	11589
17	5	104	105	106	108	109	110	4	B-B	3600
17	5	104	105	106	145	145	146	40	B-B	1076
17	5	108	109	110	145	145	146	36	B-B	1477
17	6	29	34	40	48	51	55	17	A-A	21658
17	6	29	34	40	71	72	73	38	A-A	4352
17	6	29	34	40	83	92	102	58	A-A	35642
17	6	29	34	40	108	108	109	74	A-A	1624
17	6	29	34	40	112	116	121	82	A-A	15048
17	6	29	34	40	125	127	129	93	A-A	7360
17	6	29	34	40	134	136	138	102	A-A	5058
17	6	29	34	40	139	143	147	109	A-A	11745
17	6	48	51	55	71	72	73	21	A-A	3053
17	6	48	51	55	83	92	102	41	A-A	27234
17	6	48	51	55	108	108	109	57	A-A	1422
17	6	48	51	55	112	116	121	65	A-A	12604
17	6	48	51	55	125	127	129	76	A-A	4600
17	6	48	51	55	134	136	138	85	A-A	3597
17	6	48	51	55	139	143	147	92	A-A	11214
17	6	71	72	73	83	92	102	20	A-A	10887
17	6	71	72	73	108	108	109	36	A-A	741
17	6	71	72	73	112	116	121	44	A-A	5701
17	6	71	72	73	125	127	129	55	A-A	1531
17	6	71	72	73	134	136	138	64	A-A	1757
17	6	71	72	73	139	143	147	71	A-A	3834
17	6	83	92	102	108	108	109	16	A-A	8182
17	6	83	92	102	112	116	121	24	A-A	48377
17	6	83	92	102	125	127	129	35	A-A	16165
17	6	83	92	102	134	136	138	44	A-A	14223
17	6	83	92	102	139	143	147	51	A-A	32348
17	6	108	108	109	112	116	121	8	A-A	4018
17	6	108	108	109	125	127	129	19	A-A	1632
17	6	108	108	109	134	136	138	28	A-A	1608
17	6	108	108	109	139	143	147	35	A-A	2474
17	6	112	116	121	125	127	129	11	A-A	10050
17	6	112	116	121	134	136	138	20	A-A	7762
17	6	112	116	121	139	143	147	27	A-A	20128
17	6	125	127	129	134	136	138	9	A-A	6956
17	6	125	127	129	139	143	147	16	A-A	10460
17	6	134	136	138	139	143	147	7	A-A	18983
17	6	0	14	29	40	44	48	30	B-B	75949
17	6	0	14	29	55	63	71	49	B-B	119163
17	6	0	14	29	73	78	83	64	B-B	63994
17	6	0	14	29	102	105	108	91	B-B	35177
17	6	0	14	29	109	110	112	96	B-B	17083
17	6	0	14	29	121	123	125	109	B-B	19779
17	6	0	14	29	129	131	134	117	B-B	32545
17	6	0	14	29	138	138	139	124	B-B	5275
17	6	40	44	48	55	63	71	19	B-B	33997
17	6	40	44	48	73	78	83	34	B-B	12466
17	6	40	44	48	102	105	108	61	B-B	7041
17	6	40	44	48	109	110	112	66	B-B	3024
17	6	40	44	48	121	123	125	79	B-B	5892
17	6	40	44	48	129	131	134	87	B-B	5918
17	6	40	44	48	138	138	139	94	B-B	1050
17	6	55	63	71	73	78	83	15	B-B	38395
17	6	55	63	71	102	105	108	42	B-B	19246
17	6	55	63	71	109	110	112	47	B-B	9636
17	6	55	63	71	121	123	125	60	B-B	10493
17	6	55	63	71	129	131	134	68	B-B	16709
17	6	55	63	71	138	138	139	75	B-B	4384
17	6	73	78	83	102	105	108	27	B-B	10626
17	6	73	78	83	109	110	112	32	B-B	7591
17	6	73	78	83	121	123	125	45	B-B	8568
17	6	73	78	83	129	131	134	53	B-B	10481
17	6	73	78	83	138	138	139	60	B-B	3310
17	6	102	105	108	109	110	112	5	B-B	10311
17	6	102	105	108	121	123	125	18	B-B	6167
17	6	102	105	108	129	131	134	26	B-B	10135
17	6	102	105	108	138	138	139	33	B-B	2683
17	6	109	110	112	121	123	125	13	B-B	2717
17	6	109	110	112	129	131	134	21	B-B	5496
17	6	109	110	112	138	138	139	28	B-B	1162
17	6	121	123	125	129	131	134	8	B-B	10897
17	6	121	123	125	138	138	139	15	B-B	3722
17	6	129	131	134	138	138	139	7	B-B	5986
17	8	10	12	15	22	24	27	12	A-A	6016
17	8	10	12	15	33	35	37	23	A-A	4435
17	8	10	12	15	45	46	48	34	A-A	3071
17	8	10	12	15	69	71	73	59	A-A	3161
17	8	10	12	15	78	79	81	67	A-A	3879
17	8	10	12	15	83	89	96	77	A-A	9428
17	8	10	12	15	104	115	127	103	A-A	12127
17	8	22	24	27	33	35	37	11	A-A	9379
17	8	22	24	27	45	46	48	22	A-A	3680
17	8	22	24	27	69	71	73	47	A-A	2659
17	8	22	24	27	78	79	81	55	A-A	3049
17	8	22	24	27	83	89	96	65	A-A	8491
17	8	22	24	27	104	115	127	91	A-A	16462
17	8	33	35	37	45	46	48	11	A-A	4575
17	8	33	35	37	69	71	73	36	A-A	2855
17	8	33	35	37	78	79	81	44	A-A	3702
17	8	33	35	37	83	89	96	54	A-A	11025
17	8	33	35	37	104	115	127	80	A-A	13870
17	8	45	46	48	69	71	73	25	A-A	2310
17	8	45	46	48	78	79	81	33	A-A	3452
17	8	45	46	48	83	89	96	43	A-A	8416
17	8	45	46	48	104	115	127	69	A-A	14461
17	8	69	71	73	78	79	81	8	A-A	4300
17	8	69	71	73	83	89	96	18	A-A	11211
17	8	69	71	73	104	115	127	44	A-A	16535
17	8	78	79	81	83	89	96	10	A-A	16459
17	8	78	79	81	104	115	127	36	A-A	21560
17	8	83	89	96	104	115	127	26	A-A	72864
17	8	0	5	10	15	18	22	13	B-B	18001
17	8	0	5	10	27	30	33	25	B-B	12707
17	8	0	5	10	37	41	45	36	B-B	10198
17	8	0	5	10	48	58	69	53	B-B	28009
17	8	0	5	10	73	75	78	70	B-B	6109
17	8	0	5	10	81	82	83	77	B-B	3104
17	8	0	5	10	96	100	104	95	B-B	8362
17	8	15	18	22	27	30	33	12	B-B	12828
17	8	15	18	22	37	41	45	23	B-B	14174
17	8	15	18	22	48	58	69	40	B-B	35152
17	8	15	18	22	73	75	78	57	B-B	10315
17	8	15	18	22	81	82	83	64	B-B	3458
17	8	15	18	22	96	100	104	82	B-B	10941
17	8	27	30	33	37	41	45	11	B-B	21432
17	8	27	30	33	48	58	69	28	B-B	37909
17	8	27	30	33	73	75	78	45	B-B	6786
17	8	27	30	33	81	82	83	52	B-B	3138
17	8	27	30	33	96	100	104	70	B-B	8808
17	8	37	41	45	48	58	69	17	B-B	55706
17	8	37	41	45	73	75	78	34	B-B	11765
17	8	37	41	45	81	82	83	41	B-B	4020
17	8	37	41	45	96	100	104	59	B-B	11862
17	8	48	58	69	73	75	78	17	B-B	43856
17	8	48	58	69	81	82	83	24	B-B	13674
17	8	48	58	69	96	100	104	42	B-B	30921
17	8	73	75	78	81	82	83	7	B-B	10348
17	8	73	75	78	96	100	104	25	B-B	16906
17	8	81	82	83	96	100	104	18	B-B	8866
17	9	21	21	22	42	58	74	37	A-A	8339
17	9	21	21	22	96	109	122	88	A-A	7817
17	9	42	58	74	96	109	122	51	A-A	138644
17	9	0	10	21	22	32	42	22	B-B	248211
17	9	0	10	21	74	85	96	75	B-B	96535
17	9	22	32	42	74	85	96	53	B-B	86230
17	11	0	3	7	50	53	56	50	A-A	4400
17	11	0	3	7	57	64	72	61	A-A	10946
17	11	0	3	7	75	82	89	79	A-A	10319
17	11	0	3	7	94	107	120	104	A-A	12395
17	11	50	53	56	57	64	72	11	A-A	24178
17	11	50	53	56	75	82	89	29	A-A	17466
17	11	50	53	56	94	107	120	54	A-A	20253
17	11	57	64	72	75	82	89	18	A-A	51881
17	11	57	64	72	94	107	120	43	A-A	66829
17	11	75	82	89	94	107	120	25	A-A	78520
17	11	7	28	50	56	56	57	28	B-B	17058
17	11	7	28	50	72	73	75	45	B-B	35967
17	11	7	28	50	89	91	94	63	B-B	54468
17	11	56	56	57	72	73	75	17	B-B	1614
17	11	56	56	57	89	91	94	35	B-B	1690
17	11	72	73	75	89	91	94	18	B-B	5795
17	15	7	8	9	11	12	13	4	A-A	2443
17	15	7	8	9	27	27	28	19	A-A	614
17	15	7	8	9	31	32	33	24	A-A	944
17	15	7	8	9	34	37	40	29	A-A	3181
17	15	7	8	9	58	59	60	51	A-A	816
17	15	7	8	9	62	63	64	55	A-A	1253
17	15	7	8	9	73	87	102	79	A-A	8394
17	15	11	12	13	27	27	28	15	A-A	579
17	15	11	12	13	31	32	33	20	A-A	1254
17	15	11	12	13	34	37	40	25	A-A	2761
17	15	11	12	13	58	59	60	47	A-A	750
17	15	11	12	13	62	63	64	51	A-A	865
17	15	11	12	13	73	87	102	75	A-A	7296
17	15	27	27	28	31	32	33	5	A-A	2993
17	15	27	27	28	34	37	40	10	A-A	4738
17	15	27	27	28	58	59	60	32	A-A	574
17	15	27	27	28	62	63	64	36	A-A	585
17	15	27	27	28	73	87	102	60	A-A	4524
17	15	31	32	33	34	37	40	5	A-A	8005
17	15	31	32	33	58	59	60	27	A-A	680
17	15	31	32	33	62	63	64	31	A-A	817
17	15	31	32	33	73	87	102	55	A-A	8338
17	15	34	37	40	58	59	60	22	A-A	1946
17	15	34	37	40	62	63	64	26	A-A	2239
17	15	34	37	40	73	87	102	50	A-A	22085
17	15	58	59	60	62	63	64	4	A-A	1792
17	15	58	59	60	73	87	102	28	A-A	8139
17	15	62	63	64	73	87	102	24	A-A	11926
17	15	0	3	7	9	10	11	7	B-B	4980
17	15	0	3	7	13	20	27	17	B-B	19087
17	15	0	3	7	28	29	31	26	B-B	3755
17	15	0	3	7	33	33	34	30	B-B	1343
17	15	0	3	7	40	49	58	46	B-B	14961
17	15	0	3	7	60	61	62	58	B-B	2052
17	15	0	3	7	64	68	73	65	B-B	8986
17	15	9	10	11	13	20	27	10	B-B	7352
17	15	9	10	11	28	29	31	19	B-B	1424
17	15	9	10	11	33	33	34	23	B-B	538
17	15	9	10	11	40	49	58	39	B-B	4677
17	15	9	10	11	60	61	62	51	B-B	1046
17	15	9	10	11	64	68	73	58	B-B	2200
17	15	13	20	27	28	29	31	9	B-B	19932
17	15	13	20	27	33	33	34	13	B-B	6830
17	15	13	20	27	40	49	58	29	B-B	51936
17	15	13	20	27	60	61	62	41	B-B	5164
17	15	13	20	27	64	68	73	48	B-B	22435
17	15	28	29	31	33	33	34	4	B-B	4229
17	15	28	29	31	40	49	58	20	B-B	12549
17	15	28	29	31	60	61	62	32	B-B	1119
17	15	28	29	31	64	68	73	39	B-B	4669
17	15	33	33	34	40	49	58	16	B-B	6209
17	15	33	33	34	60	61	62	28	B-B	731
17	15	33	33	34	64	68	73	35	B-B	2579
17	15	40	49	58	60	61	62	12	B-B	8042
17	15	40	49	58	64	68	73	19	B-B	29688
17	15	60	61	62	64	68	73	7	B-B	6357
17	17	4	8	13	14	14	15	6	A-A	9913
17	17	4	8	13	24	30	36	22	A-A	27905
17	17	4	8	13	44	47	50	39	A-A	11055
17	17	4	8	13	66	67	68	59	A-A	3037
17	17	4	8	13	70	73	76	65	A-A	11017
17	17	4	8	13	78	83	88	75	A-A	19117
17	17	14	14	15	24	30	36	16	A-A	4586
17	17	14	14	15	44	47	50	33	A-A	1996
17	17	14	14	15	66	67	68	53	A-A	662
17	17	14	14	15	70	73	76	59	A-A	2015
17	17	14	14	15	78	83	88	69	A-A	3098
17	17	24	30	36	44	47	50	17	A-A	12215
17	17	24	30	36	66	67	68	37	A-A	6637
17	17	24	30	36	70	73	76	43	A-A	12144
17	17	24	30	36	78	83	88	53	A-A	19138
17	17	44	47	50	66	67	68	20	A-A	3288
17	17	44	47	50	70	73	76	26	A-A	7816
17	17	44	47	50	78	83	88	36	A-A	10418
17	17	66	67	68	70	73	76	6	A-A	8180
17	17	66	67	68	78	83	88	16	A-A	6683
17	17	70	73	76	78	83	88	10	A-A	28205
17	17	0	2	4	13	13	14	11	B-B	1520
17	17	0	2	4	15	19	24	17	B-B	9341
17	17	0	2	4	36	40	44	38	B-B	6940
17	17	0	2	4	50	58	66	56	B-B	6838
17	17	0	2	4	68	69	70	67	B-B	1073
17	17	0	2	4	76	77	78	75	B-B	1113
17	17	0	2	4	88	90	92	88	B-B	702
17	17	13	13	14	15	19	24	6	B-B	7804
17	17	13	13	14	36	40	44	27	B-B	3468
17	17	13	13	14	50	58	66	45	B-B	4418
17	17	13	13	14	68	69	70	56	B-B	679
17	17	13	13	14	76	77	78	64	B-B	703
17	17	13	13	14	88	90	92	77	B-B	1914
17	17	15	19	24	36	40	44	21	B-B	35950
17	17	15	19	24	50	58	66	39	B-B	35993
17	17	15	19	24	68	69	70	50	B-B	6464
17	17	15	19	24	76	77	78	58	B-B	6298
17	17	15	19	24	88	90	92	71	B-B	9160
17	17	36	40	44	50	58	66	18	B-B	38646
17	17	36	40	44	68	69	70	29	B-B	6659
17	17	36	40	44	76	77	78	37	B-B	5075
17	17	36	40	44	88	90	92	50	B-B	9276
17	17	50	58	66	68	69	70	11	B-B	16935
17	17	50	58	66	76	77	78	19	B-B	10917
17	17	50	58	66	88	90	92	32	B-B	17182
17	17	68	69	70	76	77	78	8	B-B	2959
17	17	68	69	70	88	90	92	21	B-B	4075
17	17	76	77	78	88	90	92	13	B-B	5201
17	19	0	3	7	10	10	11	7	A-A	2297
17	19	0	3	7	24	28	32	25	A-A	3490
17	19	0	3	7	41	45	49	42	A-A	5099
17	19	0	3	7	53	56	59	53	A-A	2877
17	19	10	10	11	24	28	32	18	A-A	2088
17	19	10	10	11	41	45	49	35	A-A	2716
17	19	10	10	11	53	56	59	46	A-A	1644
17	19	24	28	32	41	45	49	17	A-A	8357
17	19	24	28	32	53	56	59	28	A-A	7710
17	19	41	45	49	53	56	59	11	A-A	16739
17	19	7	8	10	11	17	24	9	B-B	12686
17	19	7	8	10	32	36	41	28	B-B	6326
17	19	7	8	10	49	51	53	43	B-B	3080
17	19	11	17	24	32	36	41	19	B-B	29886
17	19	11	17	24	49	51	53	34	B-B	8813
17	19	32	36	41	49	51	53	15	B-B	10196
33	2	25	30	36	59	60	61	30	A-A	6653
33	2	25	30	36	70	75	80	45	A-A	44115
33	2	25	30	36	90	92	94	62	A-A	9454
33	2	25	30	36	102	104	106	74	A-A	12889
33	2	25	30	36	115	115	116	85	A-A	4532
33	2	25	30	36	117	133	149	103	A-A	71501
33	2	25	30	36	151	164	177	134	A-A	68045
33	2	25	30	36	178	179	180	149	A-A	3277
33	2	59	60	61	70	75	80	15	A-A	7980
33	2	59	60	61	90	92	94	32	A-A	1925
33	2	59	60	61	102	104	106	44	A-A	1868
33	2	59	60	61	115	115	116	55	A-A	875
33	2	59	60	61	117	133	149	73	A-A	12662
33	2	59	60	61	151	164	177	104	A-A	7196
33	2	59	60	61	178	179	180	119	A-A	480
33	2	70	75	80	90	92	94	17	A-A	12675
33	2	70	75	80	102	104	106	29	A-A	15920
33	2	70	75	80	115	115	116	40	A-A	4782
33	2	70	75	80	117	133	149	58	A-A	77812
33	2	70	75	80	151	164	177	89	A-A	69148
33	2	70	75	80	178	179	180	104	A-A	3636
33	2	90	92	94	102	104	106	12	A-A	8452
33	2	90	92	94	115	115	116	23	A-A	1667
33	2	90	92	94	117	133	149	41	A-A	27933
33	2	90	92	94	151	164	177	72	A-A	16311
33	2	90	92	94	178	179	180	87	A-A	1496
33	2	102	104	106	115	115	116	11	A-A	3705
33	2	102	104	106	117	133	149	29	A-A	58323
33	2	102	104	106	151	164	177	60	A-A	31842
33	2	102	104	106	178	179	180	75	A-A	2359
33	2	115	115	116	117	133	149	18	A-A	19396
33	2	115	115	116	151	164	177	49	A-A	12076
33	2	115	115	116	178	179	180	64	A-A	781
33	2	117	133	149	151	164	177	31	A-A	217642
33	2	117	133	149	178	179	180	46	A-A	17785
33	2	151	164	177	178	179	180	15	A-A	20232
33	2	0	12	25	36	47	59	35	B-B	363232
33	2	0	12	25	61	65	70	53	B-B	89058
33	2	0	12	25	80	85	90	73	B-B	73574
33	2	0	12	25	94	98	102	86	B-B	67568
33	2	0	12	25	106	110	115	98	B-B	76380
33	2	0	12	25	116	116	117	104	B-B	9921
33	2	0	12	25	149	150	151	138	B-B	9490
33	2	0	12	25	177	177	178	165	B-B	6670
33	2	36	47	59	61	65	70	18	B-B	123340
33	2	36	47	59	80	85	90	38	B-B	70708
33	2	36	47	59	94	98	102	51	B-B	49969
33	2	36	47	59	106	110	115	63	B-B	79326
33	2	36	47	59	116	116	117	69	B-B	9177
33	2	36	47	59	149	150	151	103	B-B	8811
33	2	36	47	59	177	177	178	130	B-B	6409
33	2	61	65	70	80	85	90	20	B-B	28616
33	2	61	65	70	94	98	102	33	B-B	18210
33	2	61	65	70	106	110	115	45	B-B	21473
33	2	61	65	70	116	116	117	51	B-B	3334
33	2	61	65	70	149	150	151	85	B-B	2699
33	2	61	65	70	177	177	178	112	B-B	2997
33	2	80	85	90	94	98	102	13	B-B	27058
33	2	80	85	90	106	110	115	25	B-B	29708
33	2	80	85	90	116	116	117	31	B-B	3668
33	2	80	85	90	149	150	151	65	B-B	3342
33	2	80	85	90	177	177	178	92	B-B	3445
33	2	94	98	102	106	110	115	12	B-B	41872
33	2	94	98	102	116	116	117	18	B-B	5077
33	2	94	98	102	149	150	151	52	B-B	3174
33	2	94	98	102	177	177	178	79	B-B	3780
33	2	106	110	115	116	116	117	6	B-B	11365
33	2	106	110	115	149	150	151	40	B-B	6095
33	2	106	110	115	177	177	178	67	B-B	5481
33	2	116	116	117	149	150	151	34	B-B	920
33	2	116	116	117	177	177	178	61	B-B	815
33	2	149	150	151	177	177	178	27	B-B	2127
33	4	11	12	14	32	33	34	21	A-A	11511
33	4	11	12	14	41	45	49	33	A-A	16791
33	4	11	12	14	53	58	64	46	A-A	13254
33	4	11	12	14	82	85	89	73	A-A	8790
33	4	11	12	14	98	104	110	92	A-A	9904
33	4	11	12	14	116	130	144	118	A-A	20990
33	4	11	12	14	148	151	154	139	A-A	4335
33	4	32	33	34	41	45	49	12	A-A	11060
33	4	32	33	34	53	58	64	25	A-A	12113
33	4	32	33	34	82	85	89	52	A-A	4641
33	4	32	33	34	98	104	110	71	A-A	6719
33	4	32	33	34	116	130	144	97	A-A	17889
33	4	32	33	34	148	151	154	118	A-A	2791
33	4	41	45	49	53	58	64	13	A-A	31870
33	4	41	45	49	82	85	89	40	A-A	15661
33	4	41	45	49	98	104	110	59	A-A	19723
33	4	41	45	49	116	130	144	85	A-A	38819
33	4	41	45	49	148	151	154	106	A-A	9802
33	4	53	58	64	82	85	89	27	A-A	22020
33	4	53	58	64	98	104	110	46	A-A	28446
33	4	53	58	64	116	130	144	72	A-A	46432
33	4	53	58	64	148	151	154	93	A-A	12111
33	4	82	85	89	98	104	110	19	A-A	39463
33	4	82	85	89	116	130	144	45	A-A	44346
33	4	82	85	89	148	151	154	66	A-A	13542
33	4	98	104	110	116	130	144	26	A-A	87463
33	4	98	104	110	148	151	154	47	A-A	16534
33	4	116	130	144	148	151	154	21	A-A	60247
33	4	0	5	11	14	23	32	18	B-B	134046
